"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.03165529803679,1.11436950146628,1.75668096372125,1.45468358490608,1.09901707600948,1
"AboriginalNeeds",0.830356703297906,0.361681329423265,0,0.399107937551371,0.869142900698165,1
"NaturalProducts",0.87499247865305,0.408602150537634,0.0188598471105995,0.410440669979125,0.871610845584334,1
"CarbonStorage",1.02159036829985,0.73900293255132,0.751192480654899,0.850493536547995,0.967441769734015,1
"CoastalProtection",1.04926892507644,0.985337243401759,1.41797036336373,1.25115507368404,1.05469438934391,1
"CoastalLivelihoods",1.02506386307319,1.13196480938416,1.62337982222408,1.37458398706509,1.08157367529954,1
"TourismRecreation",0.953843545043296,0.420332355816227,0.0494207723412319,0.428804487371298,0.875609959611995,1
"IconicPlacesSPecies",1.04172022777374,0.705767350928641,0.688155229807595,0.812614952875267,0.959192897940174,1
"CleanWaters",1.11469096836658,1.45845552297165,2.54386475191647,1.92769607492083,1.20202566315014,1
"Biodiversity",1.05681762237915,0.856304985337243,1.15047576886014,1.09041969509891,1.01969082262825,1
