"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.0486482595606,1.13055365686945,1.56974080358448,1.38849169259317,1.10056397027359,1
"AboriginalNeeds",0.7077193066027,0.224196855775803,0,0.318125557887024,0.823491718267502,1
"NaturalProducts",0.858979704787897,0.319890635680109,0.16819258393385,0.432811782224458,0.853179102257815,1
"CarbonStorage",1.01946848190326,0.749145591250854,0.923740499212419,0.948000595444654,0.986539566550206,1
"CoastalProtection",1.06951681237947,1.04306220095694,1.36986789897557,1.25220346726947,1.06528474731619,1
"CoastalLivelihoods",1.02085342435786,1.04853041695147,1.30772811429973,1.20983193626061,1.05431656069583,1
"TourismRecreation",0.973875079313667,0.507177033492823,0.506177218343147,0.663274866255055,0.912836189329386,1
"IconicPlacesSPecies",1.06972406701329,0.825700615174299,0.960090055453161,0.972786428827364,0.992955564263998,1
"CleanWaters",1.13514946582749,1.43130553656869,2.02615951873738,1.69971194935797,1.18112565343578,1
"Biodiversity",1.09606539825377,0.902255639097744,1.16830330746026,1.11476172388023,1.02970692760971,1
