"cntry_key","year","usd"
"BEL",2010,4.68586e+11
"BEL",2011,5.13661e+11
"BEN",1997,2268301645
"BEN",1998,2455092688
"BEN",2004,4050869968
"BEN",2005,4358015993
"BEN",2006,4705087452
"BEN",2007,5506275948
"BEN",2008,6633561835
"BEN",2009,6585134688
"BEN",2010,6558416322
"BEN",2011,7294900431
"BGD",1998,44091754148
"BGD",2002,47571130071
"BGD",2003,51913661485
"BGD",2004,56560744012
"BGD",2005,60277560976
"BGD",2006,61901116736
"BGD",2007,68415421373
"BGD",2008,79554350678
"BGD",2009,89359767442
"BGD",2010,1.00357e+11
"BGD",2011,1.11879e+11
"BGR",2002,15979194511
"BGR",2004,25283228366
"BGR",2005,28895083540
"BGR",2006,33209188739
"BGR",2007,42113656147
"BGR",2008,51824867998
"BGR",2009,48568714012
"BGR",2010,47727325909
"BGR",2011,53514380731
"BHR",1998,6183941092
"BHR",2002,8491183201
"BHR",2004,11235671061
"BHR",2005,13460198290
"BHR",2006,15854942951
"BHR",2007,18473097689
"BHR",2008,21902892584
"BHR",2009,19318822541
"BHR",2010,22945456867
"BHR",2011,24796735525.8003
"BHS",1998,5353524000
"BHS",2002,6957996000
"BHS",2004,7094413000
"BHS",2005,7706222000
"BHS",2006,7965588000
"BHS",2007,8318996000
"BHS",2008,8246650000
"BHS",2009,7717078000
"BHS",2010,7771258000
"BHS",2011,7787514000
"BIH",2002,6651226179
"BIH",2004,10022840635
"BIH",2005,10948051122
"BIH",2006,12400102623
"BIH",2007,15280615815
"BIH",2008,18543289395
"BIH",2009,17082889410
"BIH",2010,16647485125
"BIH",2011,18088238053
"BLZ",1998,688872472.7
"BLZ",2002,932676403.2
"BLZ",2004,1056303706
"BLZ",2005,1114874608
"BLZ",2006,1213104430
"BLZ",2007,1276751656
"BLZ",2008,1363500000
"BLZ",2009,1.349e+09
"BLZ",2010,1398500000
"BLZ",2011,1447500000
"BMU",1997,2932827000
"BMU",1998,3130748000
"BMU",2004,4484703000
"BMU",2005,4868136000
"BMU",2006,5414229000
"BMU",2007,5895048000
"BMU",2008,6109928000
"BMU",2009,5806378000
"BMU",2010,5764584000
"BMU",2011,6555894266.66663
"BRA",1998,8.43827e+11
"BRA",2002,5.04221e+11
"BRA",2004,6.6376e+11
"BRA",2005,8.82186e+11
"BRA",2006,1.08892e+12
"BRA",2007,1.36598e+12
"BRA",2008,1.65282e+12
"BRA",2009,1.62166e+12
"BRA",2010,2.14304e+12
"BRA",2011,2.47665e+12
"BRB",2002,2476105824
"BRB",2004,2.824e+09
"BRB",2005,3.005e+09
"BRB",2006,3190900000
"BRB",2007,3409200000
"BRB",2008,3670215313
"BRB",2009,3595210913
"BRB",2010,4109500000
"BRB",2011,3.685e+09
"CAN",1998,6.16766e+11
"CAN",2001,7.15424e+11
"CAN",2002,7.34662e+11
"CAN",2003,8.65873e+11
"CAN",2004,9.92226e+11
"CAN",2005,1.13376e+12
"CAN",2006,1.27861e+12
"CAN",2007,1.42407e+12
"CAN",2008,1.50268e+12
"CAN",2009,1.33758e+12
"CAN",2010,1.57704e+12
"CAN",2011,1.73605e+12
"CHL",1998,79291610618.0683
"CHL",2001,72262254120.4102
"CHL",2002,70911247150.4976
"CHL",2003,77759783811.4417
"CHL",2004,100527056371.965
"CHL",2005,124275500798.939
"CHL",2006,154252504978.664
"CHL",2007,172689441433.643
"CHL",2008,179441459937.067
"CHL",2009,172412727552.085
"CHL",2010,216085570418.295
"CHL",2011,248328231938.717
"CHN",1998,1194532475688
"CHN",2002,1627187026539
"CHN",2004,2110998324479
"CHN",2005,2450260849396
"CHN",2006,2921053828106
"CHN",2007,3723718715594
"CHN",2008,4761837302459
"CHN",2009,5226618049798
"CHN",2010,6187615518238
"CHN",2011,7603540443915
"CIV",2002,11486664265
"CIV",2004,15481092597
"CIV",2005,16363437145
"CIV",2006,17367303156
"CIV",2007,19795705245
"CIV",2008,23414253327
"CIV",2009,23041633639
"CIV",2010,22920779597
"CIV",2011,24073812829
"CMR",2002,10879778328
"CMR",2004,15775356737
"CMR",2005,16587921221
"CMR",2006,17953103009
"CMR",2007,20431779034
"CMR",2008,23735537026
"CMR",2009,22188223918
"CMR",2010,22426024466
"CMR",2011,25235747212
"COD",2002,5544467552
"COD",2004,6511032844
"COD",2005,7191141825
"COD",2006,8823784633
"COD",2007,10013852849
"COD",2008,11675330310
"COD",2009,11204008249
"COD",2010,13107979826
"COD",2011,15653634042
"COG",2004,4648628840
"COG",2005,6087002682
"COG",2006,7731261169
"COG",2007,8394688589
"COG",2008,11859015181
"COG",2009,9593536719
"COG",2010,12007880067
"COG",2011,14425606793
"COK",2004,212279158.58
"COK",2005,232957698.223333
"COK",2006,963178715.804992
"COK",2007,1044913078.17
"COK",2008,788809473.563282
"COK",2009,293848590.407653
"COL",1998,98443743191
"COL",2002,97933392356
"COL",2004,1.17075e+11
"COL",2005,1.4652e+11
"COL",2006,1.62774e+11
"COL",2007,2.0752e+11
"COL",2008,2.44078e+11
"COL",2009,2.3436e+11
"COL",2010,2.86381e+11
"COL",2011,3.33372e+11
"COM",2004,362420483.5
"COM",2005,387036131.7
"COM",2006,403179474.4
"COM",2007,464948879.3
"COM",2008,530131963.4
"COM",2009,535336461.8
"COM",2010,543353412
"COM",2011,610372697.4
"CPV",2002,620974807.1
"CPV",2004,924318506.2
"CPV",2005,971976952.2
"CPV",2006,1107890815
"CPV",2007,1331208452
"CPV",2008,1561727129
"CPV",2009,1600829246
"CPV",2010,1659053271
"CPV",2011,1901136230
"CRI",1998,14095921303
"CRI",2002,16844378718
"CRI",2004,18596365934
"CRI",2005,19964893792
"CRI",2006,22526464348
"CRI",2007,26321999643
"CRI",2008,29831164903
"CRI",2009,29397499977
"CRI",2010,36217527243
"CRI",2011,40869768515
"CUB",2002,33590400000
"CUB",2004,38202800000
"CUB",2005,42644200000
"CUB",2006,52742100000
"CUB",2007,58603500000
"CUB",2008,60806200000
"CUB",2009,62076880000.001
"CUB",2010,67425870000
"CUB",2011,73977446428.5703
"CYP",1998,9553478738
"CYP",1999,9776223013
"CYP",2002,10557366162
"CYP",2003,13319544758
"CYP",2004,15816972051
"CYP",2005,16997801392
"CYP",2006,18435765910
"CYP",2007,21841815681
"CYP",2008,25321517504
"CYP",2009,23542650736
"CYP",2010,23132450331
"CYP",2011,24689602446
"Canary Islands",1998,237895536749.333
"Canary Islands",2008,466302747698.9
"DEU",1998,2.17817e+12
"DEU",2002,2.00659e+12
"DEU",2003,2.42381e+12
"DEU",2004,2.72634e+12
"DEU",2005,2.76625e+12
"DEU",2006,2.90275e+12
"DEU",2007,3.32381e+12
"DEU",2008,3.62369e+12
"DEU",2009,3.29864e+12
"DEU",2010,3.28447e+12
"DEU",2011,3.60083e+12
"DJI",1997,502675561.7
"DJI",2004,666072101.8
"DJI",2005,708843636.9
"DJI",2006,768873684
"DJI",2007,847918929.1
"DJI",2008,982534421.9
"DJI",2009,1049054417
"DMA",1998,258440730.3
"DMA",2002,326998081.3
"DMA",2004,366976849.4
"DMA",2005,361615917.8
"DMA",2006,387724738.9
"DMA",2007,418759930
"DMA",2008,462166696.3
"DMA",2009,481257770.4
"DMA",2010,471851098.5
"DMA",2011,484137160
"DNK",1998,1.73653e+11
"DNK",2002,1.73881e+11
"DNK",2004,2.44728e+11
"DNK",2005,2.57676e+11
"DNK",2006,2.74377e+11
"DNK",2007,3.11418e+11
"DNK",2008,3.43881e+11
"DNK",2009,3.10545e+11
"DNK",2010,3.13366e+11
"DNK",2011,3.33616e+11
"DOM",1998,21171235998
"DOM",2002,26570402719
"DOM",2004,22039232610
"DOM",2005,34004033804
"DOM",2006,35952845583
"DOM",2007,41314666869
"DOM",2008,45805370532
"DOM",2009,46788255295
"DOM",2010,51576212063
"DOM",2011,55611245616
"DZA",2002,57053038888
"DZA",2003,68018606041
"DZA",2004,85013944728
"DZA",2005,1.02339e+11
"DZA",2006,1.17169e+11
"DZA",2007,1.35804e+11
"DZA",2008,1.70989e+11
"DZA",2009,1.3812e+11
"DZA",2010,1.61979e+11
"DZA",2011,1.88681e+11
"ECU",1998,23167782758.97
"ECU",2002,24613351051.7151
"ECU",2003,28289343985.887
"ECU",2004,32507596515.3451
"ECU",2005,36786191832.612
"ECU",2006,41528680484.0427
"ECU",2007,45311174221.6027
"ECU",2008,53979330701.2009
"ECU",2009,51801912898.6229
"ECU",2010,57732984889.9149
"ECU",2011,65666615436.6267
"EGY",1998,84828807270
"EGY",2002,87850680573
"EGY",2004,78845185709
"EGY",2005,89685724889
"EGY",2006,1.07484e+11
"EGY",2007,1.30478e+11
"EGY",2008,1.62818e+11
"EGY",2009,1.88984e+11
"EGY",2010,2.18894e+11
"EGY",2011,2.29531e+11
"ERI",1998,745526149.5
"ERI",2002,675480057
"ERI",2004,1109048051
"ERI",2005,1098393404
"ERI",2006,1211186992
"ERI",2007,1317983740
"ERI",2008,1380162602
"ERI",2009,1856715447
"ESH",2004,51138784394.8333
"ESH",2005,59059422610.1667
"ESH",2006,69385161487.1667
"ESH",2007,82936128221.1667
"ESH",2008,102369284037.667
"ESH",2009,96104335409
"ESP",1998,6.00839e+11
"ESP",2002,6.86296e+11
"ESP",2004,1.04461e+12
"ESP",2005,1.1308e+12
"ESP",2006,1.23635e+12
"ESP",2007,1.44143e+12
"ESP",2008,1.59342e+12
"ESP",2009,1.45596e+12
"ESP",2010,1.38011e+12
"ESP",2011,1.47688e+12
"EST",2002,7318191229
"EST",2004,12025938550
"EST",2005,13905511615
"EST",2006,16798533760
"EST",2007,21993654861
"EST",2008,23781594463
"EST",2009,19117640930
"EST",2010,18845657895
"EST",2011,22154722222
"Easter Island",2001,74718201.5898164
"Easter Island",2002,73321278.5024329
"Easter Island",2004,103943628.034568
"Easter Island",2005,128499201.061426
"Easter Island",2006,159495021.336106
"Easter Island",2007,178558566.357084
"Easter Island",2008,185540062.932549
"Easter Island",2009,178272447.914799
"Easter Island",2010,223429581.704737
"Easter Island",2011,256768061.283035
"FIN",2002,1.35184e+11
"FIN",2004,1.89065e+11
"FIN",2005,1.95778e+11
"FIN",2006,2.07949e+11
"FIN",2007,2.46127e+11
"FIN",2008,2.71974e+11
"FIN",2009,2.39383e+11
"FIN",2010,2.35258e+11
"FIN",2011,2.63011e+11
"FJI",2002,1842691481
"FJI",2004,2727507213
"FJI",2005,3006725015
"FJI",2006,3103099942
"FJI",2007,3379863774
"FJI",2008,3589854454
"FJI",2009,2878524079
"FJI",2010,3173302693
"FJI",2011,3818121194
"FLK",1998,191112215124
"FLK",2004,292053202940.167
"FLK",2005,308570280593.417
"FLK",2006,332105595921.167
"FLK",2007,384476128113.833
"FLK",2008,382848450631.333
"FLK",2009,319570546063.667
"FRA",1998,1.46887e+12
"FRA",2002,1.45203e+12
"FRA",2003,1.79221e+12
"FRA",2004,2.05568e+12
"FRA",2005,2.13656e+12
"FRA",2006,2.25571e+12
"FRA",2007,2.58239e+12
"FRA",2008,2.83179e+12
"FRA",2009,2.61969e+12
"FRA",2010,2.54903e+12
"FRA",2011,2.77303e+12
"FRO",1998,1105688873
"FRO",2004,1683997930
"FRO",2005,1730894295
"FRO",2006,1970135199
"FRO",2007,2278229880
"FRO",2008,2412859693
"FRO",2009,2198138372
"FRO",2010,2577131666.46667
"FSM",2002,241543395.8
"FSM",2004,239563310.4
"FSM",2005,249845592.6
"FSM",2006,252991205
"FSM",2007,255890836.4
"FSM",2008,261339642.4
"FSM",2009,277510922.8
"GAB",1998,4483417313
"GAB",2002,4931503836
"GAB",2004,7178135606
"GAB",2005,8665736618
"GAB",2006,9545982814
"GAB",2007,11570860872
"GAB",2008,14534823245
"GAB",2009,10946387019
"GAB",2010,13199637410
"GAB",2011,17051616749
"GBR",1998,1.46194e+12
"GBR",2002,1.60162e+12
"GBR",2004,2.19686e+12
"GBR",2005,2.29584e+12
"GBR",2006,2.45297e+12
"GBR",2007,2.82553e+12
"GBR",2008,2.64894e+12
"GBR",2009,2.18386e+12
"GBR",2010,2.25626e+12
"GBR",2011,2.44541e+12
"GEO",1998,3613500142
"GEO",2002,3395778661
"GEO",2004,5125273877
"GEO",2005,6411147323
"GEO",2006,7761900179
"GEO",2007,10172260738
"GEO",2008,12799337250
"GEO",2009,10766836277
"GEO",2010,11638236643
"GEO",2011,14366527680
"GHA",2002,6166197192
"GHA",2004,8881419348
"GHA",2005,10731883141
"GHA",2006,20410257646
"GHA",2007,24757642258
"GHA",2008,28528046011
"GHA",2009,25978537279
"GHA",2010,32174839713
"GHA",2011,39199656051
"GIB",1998,237895536749.333
"GIB",2004,329352237712.3
"GIB",2005,345710565514.9
"GIB",2006,369225191157.9
"GIB",2007,424959474446.1
"GIB",2008,466302747698.9
"GIB",2009,427491102775.6
"GIN",2002,2949637039
"GIN",2004,3666349049
"GIN",2005,2937072009
"GIN",2006,2821346684
"GIN",2007,4209332040
"GIN",2008,3778259934
"GIN",2009,4164652171
"GIN",2010,4735956476
"GIN",2011,5089487834
"GLP",2002,5341130872.52034
"GLP",2004,6092988534.29163
"GLP",2005,6955474350.13614
"GLP",2006,7233804944.01365
"GLP",2007,7861856229.67417
"GLP",2008,8440213840.09183
"GLP",2009,8267721855.10303
"GLP",2010,8708008500.88324
"GLP",2011,9303674722.91377
"GMB",1998,840285268.9
"GMB",2002,578235309.8
"GMB",2004,578785600.7
"GMB",2005,624173996.3
"GMB",2006,655068112.3
"GMB",2007,798869805.1
"GMB",2008,965771303
"GMB",2009,900629373
"GMB",2010,951805801.3
"GMB",2011,898282865.9
"GNB",1997,268551010.9
"GNB",2004,522651787.7
"GNB",2005,572853553.5
"GNB",2006,578517348.9
"GNB",2007,690721769.2
"GNB",2008,842890956.1
"GNB",2009,832530156.8
"GNQ",2002,2146760314
"GNQ",2003,2952359370
"GNQ",2004,5240842261
"GNQ",2005,8217368425
"GNQ",2006,9602960533
"GNQ",2007,12575148296
"GNQ",2008,18425039290
"GNQ",2009,12222195530
"GRC",1998,1.35274e+11
"GRC",2002,1.4605e+11
"GRC",2004,2.2795e+11
"GRC",2005,2.40076e+11
"GRC",2006,2.61713e+11
"GRC",2007,3.05432e+11
"GRC",2008,3.41594e+11
"GRC",2009,3.21016e+11
"GRC",2010,2.92305e+11
"GRC",2011,2.89627e+11
"GRD",1998,340814808.8
"GRD",2002,544381961.6
"GRD",2004,600014340.6
"GRD",2005,700431791.3
"GRD",2006,704762535.9
"GRD",2007,763824454.9
"GRD",2008,832339701.3
"GRD",2009,775507460.7
"GRD",2010,783602099.1
"GRD",2011,816054406.7
"GRL",1998,1149858127
"GRL",2002,1169136691
"GRL",2004,1644951892
"GRL",2005,1702543477
"GRL",2006,1738432116
"GRL",2007,2121759848
"GRL",2008,1739579594
"GRL",2009,1267711816
"GTM",1998,19393672244
"GTM",2002,20776640958
"GTM",2004,23965280312
"GTM",2005,27211230374
"GTM",2006,30231130543
"GTM",2007,34113106486
"GTM",2008,39136286496
"GTM",2009,37733791089
"GTM",2010,41340507361
"GTM",2011,46900000257
"GUF",2002,96496610221.46
"GUF",2004,126537297709.47
"GUF",2005,161812476851.53
"GUF",2006,196132284033.5
"GUF",2007,241860504704.6
"GUF",2008,293562623909
"GUF",2009,288052788490.4
"GUM",2002,105451453.487951
"GUM",2004,114252032.046702
"GUM",2005,120202360.213066
"GUM",2006,123774036.238137
"GUM",2007,129618971.400298
"GUM",2008,132875480.216851
"GUM",2009,132321472.531303
"GUM",2010,142157011.198161
"GUM",2011,153719907.10601
"GUY",1997,749138004.2
"GUY",2002,722460911.6
"GUY",2004,785918769.7
"GUY",2005,824880550.3
"GUY",2006,1458449058
"GUY",2007,1740335069
"GUY",2008,1922597807
"GUY",2009,2025565089
"GUY",2010,2259288026
"GUY",2011,2576731667
"Galapagos Islands",2007,192388778.39732
"Galapagos Islands",2008,229193298.799081
"Galapagos Islands",2009,219948101.377142
"Galapagos Islands",2010,245131110.085118
"Galapagos Islands",2011,278816873.373279
"HND",1998,5202215657
"HND",2002,7776438041
"HND",2004,8871111447
"HND",2005,9714443494
"HND",2006,10877302306
"HND",2007,12315697003
"HND",2008,13835990547
"HND",2009,14123452608
"HND",2010,15343558028
"HND",2011,17426574426
"HRV",1998,25106400616
"HRV",2002,26524896398
"HRV",2004,41003558916
"HRV",2005,44821408831
"HRV",2006,49855078905
"HRV",2007,59335976948
"HRV",2008,69586490140
"HRV",2009,62202619240
"HRV",2010,59472449336
"HRV",2011,62493220674
"HTI",2002,3214632479
"HTI",2004,3660483886
"HTI",2005,4154289832
"HTI",2006,4879738636
"HTI",2007,5971284338
"HTI",2008,6407707284
"HTI",2009,6470254240
"HTI",2010,6634579143
"HTI",2011,7346156703
"Hawaii",2004,162938164500.446
"Hawaii",2005,173524214703.84
"Hawaii",2006,183885147336.045
"Hawaii",2007,192824938982.042
"Hawaii",2008,196381244171.049
"Hawaii",2009,191947947216.986
"Hawaii",2010,199144804048.021
"Hawaii",2011,207043254291.1
"IDN",1997,2.15749e+11
"IDN",1998,95445548017
"IDN",2002,1.95661e+11
"IDN",2004,2.56837e+11
"IDN",2005,2.85869e+11
"IDN",2006,3.64571e+11
"IDN",2007,4.32217e+11
"IDN",2008,5.10245e+11
"IDN",2009,5.3958e+11
"IDN",2010,7.08027e+11
"IDN",2011,8.46832e+11
"IND",1997,4.2316e+11
"IND",1998,4.28741e+11
"IND",2002,5.22798e+11
"IND",2003,6.17573e+11
"IND",2004,7.21585e+11
"IND",2005,8.34215e+11
"IND",2006,9.49117e+11
"IND",2007,1.2387e+12
"IND",2008,1.2241e+12
"IND",2009,1.36537e+12
"IND",2010,1.71091e+12
"IND",2011,1.87284e+12
"IRL",1998,88116381513
"IRL",2002,1.23599e+11
"IRL",2004,1.86947e+11
"IRL",2005,2.0328e+11
"IRL",2006,2.23671e+11
"IRL",2007,2.59955e+11
"IRL",2008,2.63654e+11
"IRL",2009,2.23099e+11
"IRL",2010,2.05253e+11
"IRL",2011,2.17275e+11
"IRN",2002,1.16421e+11
"IRN",2004,1.63227e+11
"IRN",2005,1.92015e+11
"IRN",2006,2.22881e+11
"IRN",2007,2.86058e+11
"IRN",2008,3.38187e+11
"IRN",2009,3.31015e+11
"IRN",2010,359066599999.984
"IRN",2011,400039155555.547
"IRQ",2002,18969591211
"IRQ",2004,25755086059
"IRQ",2005,31316963995
"IRQ",2006,45080072237
"IRQ",2007,56989916308
"IRQ",2008,86530068729
"IRQ",2009,64231331197
"IRQ",2010,81112411282
"IRQ",2011,1.15388e+11
"ISL",1998,8291725774
"ISL",2002,8907207933
"ISL",2004,13251434311
"ISL",2005,16286323127
"ISL",2006,16651492784
"ISL",2007,20428232684
"ISL",2008,16832079677
"ISL",2009,12113097224
"ISL",2010,12569632120
"ISL",2011,14026172280
"ISR",2002,1.12974e+11
"ISR",2004,1.26571e+11
"ISR",2005,1.33959e+11
"ISR",2006,1.4548e+11
"ISR",2007,1.67112e+11
"ISR",2008,2.01662e+11
"ISR",2009,1.94866e+11
"ISR",2010,2.17443e+11
"ISR",2011,2.42929e+11
"ITA",1998,1.22458e+12
"ITA",2002,1.22518e+12
"ITA",2004,1.73552e+12
"ITA",2005,1.78628e+12
"ITA",2006,1.87298e+12
"ITA",2007,2.12718e+12
"ITA",2008,2.30731e+12
"ITA",2009,2.11115e+12
"ITA",2010,2.04353e+12
"ITA",2011,2.19397e+12
"JAM",1998,8742153397
"JAM",2002,9718989517
"JAM",2003,9430236065
"JAM",2004,10173234921
"JAM",2005,11075778481
"JAM",2006,11827619910
"JAM",2007,12702332855
"JAM",2008,13075044561
"JAM",2009,12012993251
"JAM",2010,13414720930
"JAM",2011,14439331395
"JOR",2002,9584232160
"JOR",2004,11411390547
"JOR",2005,12588665468
"JOR",2006,15056937190
"JOR",2007,17110610000
"JOR",2008,21971835256
"JOR",2009,23820013059
"JOR",2010,26425379367
"JOR",2011,28840197019
"JPN",1998,3.91457e+12
"JPN",2002,3.98082e+12
"JPN",2004,4.6558e+12
"JPN",2005,4.57188e+12
"JPN",2006,4.35676e+12
"JPN",2007,4.35633e+12
"JPN",2008,4.84921e+12
"JPN",2009,5.03514e+12
"JPN",2010,5.48842e+12
"JPN",2011,5.86715e+12
"KEN",1998,14093998844
"KEN",2002,13147736954
"KEN",2004,16095321631
"KEN",2005,18737895401
"KEN",2006,22504136042
"KEN",2007,27236739896
"KEN",2008,30465489796
"KEN",2009,30580367979
"KEN",2010,32198151217
"KEN",2011,33620684016
"KHM",2002,4284028138
"KHM",2004,5337833256
"KHM",2005,6293046162
"KHM",2006,7274424519
"KHM",2007,8639164917
"KHM",2008,10351829066
"KHM",2009,10401935532
"KHM",2010,11242266334
"KHM",2011,12829541141
"KIR",2002,74174176.07
"KIR",2003,93517271.48
"KIR",2004,102405737.3
"KIR",2005,105399007.3
"KIR",2006,104236445.8
"KIR",2007,123962353.7
"KIR",2008,131333539.3
"KIR",2009,120292736
"KIR",2010,141615976.3
"KIR",2011,166690184.6
"KNA",1998,287324365.9
"KNA",2004,497548516.5
"KNA",2005,536410666.4
"KNA",2006,629511777.7
"KNA",2007,689461859.1
"KNA",2008,740102893.7
"KNA",2009,688663854.4
"KNA",2010,673201855.9
"KNA",2011,697278707.8
"KOR",2002,5.75929e+11
"KOR",2004,7.21975e+11
"KOR",2005,8.44863e+11
"KOR",2006,9.51773e+11
"KOR",2007,1.04924e+12
"KOR",2008,9.31402e+11
"KOR",2009,8.3406e+11
"KOR",2010,1.01489e+12
"KOR",2011,1.11625e+12
"KWT",2002,38138801497
"KWT",2003,47875837662
"KWT",2004,59440511982
"KWT",2005,80797945205
"KWT",2006,1.01561e+11
"KWT",2007,1.14722e+11
"KWT",2008,1.47402e+11
"KWT",2009,1.05911e+11
"KWT",2010,1.24348e+11
"KWT",2011,1.7659e+11
"LBN",2002,19152238806
"LBN",2004,21789054726
"LBN",2005,21860696517
"LBN",2006,22438474295
"LBN",2007,25056716418
"LBN",2008,30079601990
"LBN",2009,34650746269
"LBN",2010,37124378109
"LBN",2011,40094328358
"LBR",2002,5.36e+08
"LBR",2004,4.67e+08
"LBR",2005,5.42e+08
"LBR",2006,6.04e+08
"LBR",2007,7.39e+08
"LBR",2008,850700000
"LBR",2009,1155146230
"LBY",2002,19842519685
"LBY",2004,33384615385
"LBY",2005,4.4e+10
"LBY",2006,56484375000
"LBY",2007,71803278689
"LBY",2008,93167701863
"LBY",2009,62360446571
"LBY",2010,82645271845.332
"LBY",2011,95601264994.1895
"LCA",1998,657529594.3
"LCA",2002,723027643.1
"LCA",2004,858255380.4
"LCA",2005,908558306.8
"LCA",2006,1018069267
"LCA",2007,1132407670
"LCA",2008,1174876792
"LCA",2009,1173930131
"LCA",2010,1208853571
"LCA",2011,1259078382
"LKA",1998,15794972847
"LKA",2002,17102623876
"LKA",2004,20662525941
"LKA",2005,24405791045
"LKA",2006,28267410543
"LKA",2007,32351184234
"LKA",2008,40715249700
"LKA",2009,42067965895
"LKA",2010,49567521670
"LKA",2011,59172135299
"LTU",2002,14163949142
"LTU",2004,22551543054
"LTU",2005,25962254181
"LTU",2006,30088510798
"LTU",2007,39103973051
"LTU",2008,47252926429
"LTU",2009,36846183172
"LTU",2010,36306384146
"LTU",2011,42725404055
"LVA",2002,9314784080
"LVA",2004,13761569545
"LVA",2005,16041840426
"LVA",2006,19935046397
"LVA",2007,28765687042
"LVA",2008,33669367720
"LVA",2009,25875781250
"LVA",2010,24009680460
"LVA",2011,28252498853
"MAF",1998,8408360858
"MAF",2008,17022069246.6
"MAR",1998,40021694631
"MAR",2002,40416114690
"MAR",2004,56948015336
"MAR",2005,59523857868
"MAR",2006,65637107776
"MAR",2007,75226318359
"MAR",2008,88882967742
"MAR",2009,90908402631
"MAR",2010,90802867575
"MAR",2011,1.00221e+11
"MCO",1998,2934578789
"MCO",2008,6581080163
"MDG",1998,3738704582
"MDG",2002,4397254715
"MDG",2004,4363934417
"MDG",2005,5038577519
"MDG",2006,5515218334
"MDG",2007,7342923620
"MDG",2008,9394896990
"MDG",2009,8487986651
"MDG",2010,8837041787
"MDG",2011,9911781297
"MDV",1998,540096400.2
"MDV",2002,828242187.5
"MDV",2003,949867187.5
"MDV",2004,1075609375
"MDV",2005,992476562.5
"MDV",2006,1303375000
"MDV",2007,1541976563
"MDV",2008,1891632813
"MDV",2009,1942031250
"MDV",2010,2075500000
"MDV",2011,2050135788
"MEX",1998,4.21215e+11
"MEX",2002,6.49076e+11
"MEX",2003,7.00325e+11
"MEX",2004,7.59777e+11
"MEX",2005,8.48947e+11
"MEX",2006,9.52276e+11
"MEX",2007,1.03593e+12
"MEX",2008,1.09448e+12
"MEX",2009,8.79703e+11
"MEX",2010,1.03527e+12
"MEX",2011,1.15334e+12
"MHL",2002,124735071.9
"MHL",2004,131106365.5
"MHL",2005,137556822.8
"MHL",2006,143352031.2
"MHL",2007,149739017.4
"MHL",2008,152565763.1
"MHL",2009,151560778.4
"MLT",2002,4296164768
