"rgn_id","sciname","category"
82,"Isurus oxyrinchus","VU"
82,"Dermochelys coriacea","CR"
82,"Cetorhinus maximus","VU"
82,"Prionace glauca","NT"
82,"Carcharodon carcharias","VU"
82,"Alopias vulpinus","VU"
82,"Caretta caretta","EN"
84,"Cetorhinus maximus","VU"
84,"Prionace glauca","NT"
84,"Isurus oxyrinchus","VU"
84,"Caretta caretta","EN"
84,"Alopias vulpinus","VU"
84,"Balaenoptera physalus","EN"
84,"Carcharodon carcharias","VU"
151,"Chelonia mydas","EN"
151,"Galeocerdo cuvier","NT"
151,"Triaenodon obesus","NT"
151,"Megaptera novaeangliae","LC"
151,"Prionace glauca","NT"
151,"Eretmochelys imbricata","CR"
151,"Cheilinus undulatus","EN"
151,"Rhincodon typus","VU"
92,"Megaptera novaeangliae","LC"
92,"Balaenoptera musculus","EN"
92,"Balaenoptera physalus","EN"
92,"Balaenoptera borealis","EN"
92,"Chelonia mydas","EN"
92,"Eretmochelys imbricata","CR"
200,"Dermochelys coriacea","CR"
200,"Chelonia mydas","EN"
200,"Balaenoptera musculus","EN"
200,"Lepidochelys olivacea","VU"
200,"Alopias vulpinus","VU"
200,"Balaenoptera borealis","EN"
200,"Isurus oxyrinchus","VU"
200,"Balaenoptera physalus","EN"
200,"Galeocerdo cuvier","NT"
200,"Megaptera novaeangliae","LC"
200,"Rhincodon typus","VU"
200,"Prionace glauca","NT"
118,"Isurus oxyrinchus","VU"
118,"Megaptera novaeangliae","LC"
118,"Galeocerdo cuvier","NT"
118,"Prionace glauca","NT"
118,"Chelonia mydas","EN"
118,"Rhincodon typus","VU"
118,"Balaenoptera acutorostrata","LC"
213,"Balaenoptera acutorostrata","LC"
120,"Isurus oxyrinchus","VU"
120,"Dermochelys coriacea","CR"
120,"Prionace glauca","NT"
120,"Galeocerdo cuvier","NT"
120,"Eretmochelys imbricata","CR"
120,"Rhincodon typus","VU"
120,"Chelonia mydas","EN"
120,"Lepidochelys olivacea","VU"
120,"Balaenoptera acutorostrata","LC"
120," Carcharhinus perezi","NT"
120,"Megaptera novaeangliae","LC"
172,"Megaptera novaeangliae","LC"
172,"Isurus oxyrinchus","VU"
172,"Prionace glauca","NT"
172,"Balaenoptera physalus","EN"
172,"Balaenoptera acutorostrata","LC"
172,"Alopias vulpinus","VU"
172,"Balaenoptera musculus","EN"
172,"Lamna nasus","VU"
172,"Balaenoptera borealis","EN"
172,"Rhincodon typus","VU"
172,"Cetorhinus maximus","VU"
250,"Eretmochelys imbricata","CR"
250,"Prionace glauca","NT"
250,"Dermochelys coriacea","CR"
250,"Galeocerdo cuvier","NT"
250,"Rhincodon typus","VU"
250,"Chelonia mydas","EN"
250,"Balaenoptera acutorostrata","LC"
250,"Megaptera novaeangliae","LC"
250,"Isurus oxyrinchus","VU"
16,"Lepidochelys olivacea","VU"
16,"Phocoena dioptrica","DD"
16,"Delphinus delphis","LC"
16,"Globicephala macrorhynchus","DD"
16,"Eretmochelys imbricata","CR"
16,"Lagenodelphis hosei","LC"
16,"Dermochelys coriacea","CR"
16,"Prionace glauca","NT"
16,"Lissodelphis peronii","DD"
16,"Mesoplodon grayi ","DD"
16,"Lagenorhynchus obscurus","DD"
16,"Caretta caretta","EN"
16,"Peponocephala electra","LC"
16,"Tursiops truncatus","LC"
16,"Carcharodon carcharias","VU"
16,"Stenella attenuata","LC"
16,"Cheilinus undulatus","EN"
16,"Balaenoptera borealis","EN"
16,"Megachasma pelagios","DD"
16,"Isurus paucus","VU"
16,"Pseudorca crassidens ","DD"
16,"Mesoplodon layardii","DD"
16,"Stenella longirostris","DD"
16,"Galeocerdo cuvier","NT"
16,"Carcharhinus melanopterus","NT"
16,"Orcinus orca","DD"
16,"Globicephala melas","DD"
16,"Chelonia mydas","EN"
16,"Feresa attenuata","DD"
16,"Lagenorhynchus cruciger","LC"
16,"Sousa chinensis","NT"
16,"Cetorhinus maximus","VU"
16,"Mesoplodon bowdoini","DD"
16,"Tursiops aduncus","DD"
16,"Carcharhinus amblyrhynchos","NT"
16,"Kogia simus","DD"
16,"Orcaella heinsohni","NT"
16,"Stenella coeruleoalba","LC"
