"rgn_id","component","value"
2,"livelihood",0.779220420060487
3,"livelihood",0.779220420060487
1,"livelihood",0.779220420060487
2,"economy",0.994053995211955
3,"economy",0.994053995211955
1,"economy",0.994053995211955
4,"livelihood",0.779220420060487
94,"livelihood",0.779220420060487
4,"economy",0.994053995211955
94,"economy",0.994053995211955
5,"livelihood",1
5,"economy",0.830739389776151
6,"economy",1
6,"livelihood",1
7,"livelihood",1
7,"economy",1
8,"livelihood",0.984930673834923
8,"economy",0.878016730843763
9,"livelihood",0.984930673834923
9,"economy",0.549223091318405
10,"economy",0.64563142190295
10,"livelihood",0.984930673834923
11,"livelihood",0.984930673834923
11,"economy",0.543661901387548
14,"livelihood",0.669159623164371
14,"economy",0.861930808723805
15,"livelihood",0.5867959415814
15,"economy",0.422089296684523
16,"economy",1
16,"livelihood",0.734190621649398
17,"economy",0.963762058193825
17,"livelihood",1
18,"economy",0.680746916966178
18,"livelihood",0.7741024696148
19,"livelihood",0.723319293818535
19,"economy",0.281285528658641
20,"livelihood",0.747178378168516
20,"economy",1
21,"economy",0.55145941855371
21,"livelihood",0.669159623164371
24,"economy",1
24,"livelihood",0.503447524422178
25,"livelihood",0.467339946211899
25,"economy",1
28,"livelihood",0.92261434944981
28,"economy",0.89393943134363
29,"economy",0.830798572426668
32,"economy",0.830798572426668
33,"economy",0.830798572426668
35,"economy",0.830798572426668
36,"economy",0.830798572426668
34,"economy",0.830798572426668
30,"economy",0.830798572426668
29,"livelihood",0.922037458163326
32,"livelihood",0.922037458163326
33,"livelihood",0.922037458163326
35,"livelihood",0.922037458163326
36,"livelihood",0.922037458163326
34,"livelihood",0.922037458163326
30,"livelihood",0.922037458163326
31,"economy",0.706226374633933
31,"livelihood",0.922037458163326
37,"livelihood",0.585447987660532
37,"economy",0.660361535393581
38,"livelihood",0.564032331969062
38,"economy",0.894723275652596
39,"economy",0.440946622480906
39,"livelihood",1
40,"economy",0.616562327592064
40,"livelihood",1
41,"economy",1
41,"livelihood",1
42,"livelihood",0.598184953144646
42,"economy",1
43,"livelihood",0.964856599214891
43,"economy",1
44,"economy",0.933477376019149
44,"livelihood",0.922037458163326
45,"economy",0.933477376019149
45,"livelihood",0.922037458163326
46,"livelihood",0.922037458163326
46,"economy",1
47,"livelihood",1
47,"economy",0.86013200103614
48,"economy",1
48,"livelihood",1
49,"economy",1
49,"livelihood",0.627700599475822
50,"livelihood",1
50,"economy",1
51,"livelihood",1
51,"economy",1
52,"economy",0.679183347038506
52,"livelihood",0.746117921793527
53,"economy",1
53,"livelihood",0.574756783055825
54,"economy",1
54,"livelihood",1
56,"livelihood",1
56,"economy",0.942575058877862
59,"livelihood",0.533783656641774
59,"economy",1
60,"livelihood",0.753402604566693
60,"economy",0.472124087154559
61,"economy",1
61,"livelihood",0.964616295031496
62,"livelihood",1
62,"economy",1
63,"livelihood",0.916513927303316
63,"economy",0.988131977188378
64,"livelihood",0.95688988550323
64,"economy",0.920450849847424
65,"economy",1
65,"livelihood",1
66,"livelihood",1
66,"economy",1
67,"livelihood",0.56816615216486
67,"economy",0.910057188135953
68,"livelihood",0.987057239948382
68,"economy",0.945411504407324
69,"economy",1
69,"livelihood",0.462088858682802
70,"economy",0.732163923307913
70,"livelihood",0.6932219029381
71,"economy",1
71,"livelihood",0.640939825783659
72,"livelihood",0.717007315941828
72,"economy",1
73,"livelihood",0.612441401477134
73,"economy",1
74,"economy",0.631498643423881
74,"livelihood",0.98160126815125
75,"economy",1
75,"livelihood",0.927924831659478
76,"livelihood",1
76,"economy",1
77,"livelihood",1
77,"economy",1
78,"economy",1
78,"livelihood",0.995996201699776
