"rgn_id","component","value"
2,"economy",-0.522242261775861
3,"economy",-0.522242261775861
1,"economy",-0.522242261775861
2,"livelihood",0.43469515040398
3,"livelihood",0.43469515040398
1,"livelihood",0.43469515040398
4,"economy",-0.522242261775861
94,"economy",-0.522242261775861
4,"livelihood",0.43469515040398
94,"livelihood",0.43469515040398
5,"livelihood",0.994590630595427
5,"economy",-0.532702591348732
6,"livelihood",0.521836466878559
6,"economy",0.391070817977253
7,"economy",0.285032060847423
7,"livelihood",0.882395476260367
8,"economy",0.274368268804918
8,"livelihood",-0.426904210046134
9,"economy",-0.445156483974727
9,"livelihood",-0.426904210046134
10,"economy",0.654522096516
10,"livelihood",-0.426904210046134
11,"economy",-0.42752154387675
11,"livelihood",-0.426904210046134
14,"economy",-0.214838077634352
14,"livelihood",-0.0423520796109372
15,"livelihood",-0.00880318103446627
15,"economy",-0.596697361759897
16,"livelihood",0.432443750050434
16,"economy",-0.60008833031154
17,"livelihood",0.104153377317605
17,"economy",0.00972938658294638
18,"economy",-0.149477153061073
18,"livelihood",-0.136110628888728
19,"livelihood",0.420168894441428
19,"economy",-0.910950869647832
20,"livelihood",0.471436870641593
20,"economy",0.453754108021483
21,"livelihood",0.125219204189757
21,"economy",-0.495519504048834
24,"economy",-0.935536283407715
24,"livelihood",-0.0113580128988314
25,"livelihood",0.371285381742241
25,"economy",0.322743351023902
28,"economy",0.0319869688698
28,"livelihood",-0.143854368880245
29,"livelihood",0.0519343193626957
32,"livelihood",0.0519343193626957
33,"livelihood",0.0519343193626957
35,"livelihood",0.0519343193626957
36,"livelihood",0.0519343193626957
34,"livelihood",0.0519343193626957
30,"livelihood",0.0519343193626957
29,"economy",0.210367242408207
32,"economy",0.210367242408207
33,"economy",0.210367242408207
35,"economy",0.210367242408207
36,"economy",0.210367242408207
34,"economy",0.210367242408207
30,"economy",0.210367242408207
31,"livelihood",0.0519343193626957
31,"economy",-0.214969138611265
37,"economy",-0.371503929320082
37,"livelihood",0.0617503138911243
38,"livelihood",0.0356031223379566
38,"economy",-0.592446807354722
39,"economy",-0.471534445538504
39,"livelihood",0.0775923458400324
40,"livelihood",-0.0099385907915872
40,"economy",-0.0959958052139491
