"rgn_id","component","value"
2,"livelihood",0.854395902865107
3,"livelihood",0.854395902865107
1,"livelihood",0.854395902865107
2,"economy",0.999784060356647
3,"economy",0.999784060356647
1,"economy",0.999784060356647
4,"livelihood",0.854395902865107
94,"livelihood",0.854395902865107
4,"economy",0.999784060356647
94,"economy",0.999784060356647
5,"livelihood",1
5,"economy",0.852248109464567
6,"economy",1
6,"livelihood",1
7,"livelihood",1
7,"economy",1
8,"livelihood",0.936637698071856
8,"economy",1
9,"livelihood",0.936637698071856
9,"economy",0.527880709724166
10,"economy",0.695348451592402
10,"livelihood",0.936637698071856
11,"livelihood",0.936637698071856
11,"economy",0.571534406555545
14,"livelihood",0.730086547502889
14,"economy",0.936992128464606
15,"livelihood",0.546168961910645
15,"economy",0.469424495545119
16,"economy",1
16,"livelihood",0.824698758121878
17,"economy",1
17,"livelihood",1
18,"economy",0.787912991285086
18,"livelihood",0.768829434882728
19,"livelihood",0.724022985790816
19,"economy",1
20,"livelihood",0.791194548613588
20,"economy",1
21,"economy",0.495172963513649
21,"livelihood",0.730086547502889
24,"economy",1
24,"livelihood",0.498812825691412
25,"livelihood",0.532817064766176
25,"economy",1
28,"livelihood",0.899368569410847
28,"economy",0.934136200430879
29,"economy",0.893097053837311
32,"economy",0.893097053837311
33,"economy",0.893097053837311
35,"economy",0.893097053837311
36,"economy",0.893097053837311
34,"economy",0.893097053837311
30,"economy",0.893097053837311
29,"livelihood",0.892226167598092
32,"livelihood",0.892226167598092
33,"livelihood",0.892226167598092
35,"livelihood",0.892226167598092
36,"livelihood",0.892226167598092
34,"livelihood",0.892226167598092
30,"livelihood",0.892226167598092
31,"economy",0.724383495980419
31,"livelihood",0.892226167598092
37,"livelihood",0.596116438957093
37,"economy",0.69435117641534
38,"livelihood",0.564904868220704
38,"economy",0.9396021261255
39,"economy",0.470494475978043
39,"livelihood",1
40,"economy",0.865156615867371
40,"livelihood",0.600012207128604
41,"economy",1
41,"livelihood",1
42,"livelihood",0.618562799466213
42,"economy",1
43,"livelihood",0.958546951289552
43,"economy",1
44,"economy",0.934136200430879
44,"livelihood",0.892226167598092
45,"economy",0.0709436160976315
45,"livelihood",0.00254652499315511
46,"livelihood",0.892226167598092
46,"economy",1
47,"livelihood",1
47,"economy",1
48,"economy",1
48,"livelihood",1
49,"economy",1
49,"livelihood",0.637589328159597
