"rgn_name","rgn_id","product","year","tons","gapfilled"
"Albania",82,"corals",1976,,0
"Albania",82,"corals",1977,,0
"Albania",82,"corals",1978,,0
"Albania",82,"corals",1979,,0
"Albania",82,"corals",1980,,0
"Albania",82,"corals",1981,,0
"Albania",82,"corals",1982,,0
"Albania",82,"corals",1983,,0
"Albania",82,"corals",1984,,0
"Albania",82,"corals",1985,,0
"Albania",82,"corals",1986,,0
"Albania",82,"corals",1987,,0
"Albania",82,"corals",1988,,0
"Albania",82,"corals",1989,,0
"Albania",82,"corals",1990,,0
"Albania",82,"corals",1991,,0
"Albania",82,"corals",1992,,0
"Albania",82,"corals",1993,,0
"Albania",82,"corals",1994,,0
"Albania",82,"corals",1995,,0
"Albania",82,"corals",1996,315,0
"Albania",82,"corals",1997,87,0
"Albania",82,"corals",1998,221,0
"Albania",82,"corals",1999,100,0
"Albania",82,"corals",2000,27,0
"Albania",82,"corals",2001,45,0
"Albania",82,"corals",2002,78,0
"Albania",82,"corals",2003,44,0
"Albania",82,"corals",2004,77,0
"Albania",82,"corals",2005,19,0
"Albania",82,"corals",2006,14,0
"Albania",82,"corals",2007,0,0
"Albania",82,"corals",2008,50,0
"Albania",82,"corals",2009,16,0
"Albania",82,"ornamentals",1976,,0
"Albania",82,"ornamentals",1977,,0
"Albania",82,"ornamentals",1978,,0
"Albania",82,"ornamentals",1979,,0
"Albania",82,"ornamentals",1980,,0
"Albania",82,"ornamentals",1981,,0
"Albania",82,"ornamentals",1982,,0
"Albania",82,"ornamentals",1983,,0
"Albania",82,"ornamentals",1984,,0
"Albania",82,"ornamentals",1985,,0
"Albania",82,"ornamentals",1986,,0
"Albania",82,"ornamentals",1987,,0
"Albania",82,"ornamentals",1988,,0
"Albania",82,"ornamentals",1989,,0
"Albania",82,"ornamentals",1990,,0
"Albania",82,"ornamentals",1991,,0
"Albania",82,"ornamentals",1992,,0
"Albania",82,"ornamentals",1993,,0
"Albania",82,"ornamentals",1994,,0
"Albania",82,"ornamentals",1995,,0
"Albania",82,"ornamentals",1996,,0
"Albania",82,"ornamentals",1997,,0
"Albania",82,"ornamentals",1998,,0
"Albania",82,"ornamentals",1999,,0
"Albania",82,"ornamentals",2000,0.1,0
"Albania",82,"ornamentals",2001,0.1,0
"Albania",82,"ornamentals",2002,,0
"Albania",82,"ornamentals",2003,,0
"Albania",82,"ornamentals",2004,2,0
"Albania",82,"ornamentals",2005,1,0
"Albania",82,"ornamentals",2006,1,0
"Albania",82,"ornamentals",2007,,0
"Albania",82,"ornamentals",2008,3,0
"Albania",82,"ornamentals",2009,1,0
"Algeria",84,"fish_oil",1976,,0
"Algeria",84,"fish_oil",1977,,0
"Algeria",84,"fish_oil",1978,,0
"Algeria",84,"fish_oil",1979,,0
"Algeria",84,"fish_oil",1980,,0
"Algeria",84,"fish_oil",1981,,0
"Algeria",84,"fish_oil",1982,,0
"Algeria",84,"fish_oil",1983,,0
"Algeria",84,"fish_oil",1984,,0
"Algeria",84,"fish_oil",1985,,0
"Algeria",84,"fish_oil",1986,,0
"Algeria",84,"fish_oil",1987,,0
"Algeria",84,"fish_oil",1988,,0
