"rgn_id","tonnes_gapfilled","usd_gapfilled"
5,FALSE,TRUE
6,TRUE,FALSE
7,TRUE,FALSE
8,TRUE,FALSE
9,TRUE,FALSE
11,TRUE,TRUE
14,TRUE,FALSE
15,FALSE,FALSE
16,TRUE,FALSE
17,FALSE,FALSE
18,TRUE,FALSE
19,TRUE,FALSE
20,FALSE,FALSE
21,FALSE,FALSE
24,FALSE,FALSE
25,FALSE,FALSE
28,TRUE,FALSE
29,TRUE,TRUE
31,TRUE,FALSE
32,FALSE,FALSE
37,TRUE,TRUE
39,TRUE,FALSE
40,TRUE,FALSE
41,TRUE,FALSE
42,TRUE,FALSE
43,FALSE,TRUE
44,TRUE,FALSE
45,TRUE,FALSE
46,TRUE,FALSE
47,FALSE,FALSE
48,FALSE,FALSE
49,FALSE,FALSE
50,TRUE,TRUE
51,FALSE,FALSE
52,FALSE,TRUE
53,FALSE,FALSE
54,TRUE,TRUE
59,TRUE,TRUE
61,TRUE,FALSE
62,TRUE,FALSE
64,TRUE,FALSE
65,TRUE,FALSE
66,FALSE,FALSE
67,TRUE,FALSE
68,FALSE,FALSE
69,FALSE,FALSE
70,FALSE,FALSE
71,TRUE,FALSE
72,TRUE,FALSE
73,FALSE,FALSE
74,TRUE,FALSE
75,TRUE,FALSE
76,FALSE,FALSE
77,TRUE,FALSE
78,TRUE,FALSE
79,TRUE,FALSE
80,TRUE,TRUE
81,TRUE,TRUE
82,TRUE,FALSE
84,TRUE,FALSE
86,TRUE,FALSE
96,TRUE,FALSE
97,TRUE,FALSE
98,TRUE,FALSE
99,TRUE,FALSE
100,TRUE,FALSE
101,TRUE,FALSE
102,FALSE,TRUE
103,TRUE,FALSE
104,TRUE,FALSE
106,TRUE,FALSE
108,TRUE,FALSE
110,FALSE,FALSE
111,FALSE,TRUE
112,FALSE,FALSE
113,FALSE,FALSE
114,TRUE,FALSE
115,TRUE,FALSE
119,FALSE,FALSE
120,TRUE,FALSE
122,TRUE,FALSE
123,TRUE,FALSE
124,TRUE,FALSE
125,FALSE,FALSE
126,TRUE,TRUE
127,TRUE,FALSE
129,FALSE,FALSE
130,TRUE,FALSE
131,FALSE,FALSE
132,FALSE,FALSE
133,FALSE,FALSE
134,TRUE,TRUE
135,TRUE,TRUE
136,FALSE,FALSE
137,FALSE,FALSE
138,TRUE,FALSE
139,FALSE,FALSE
140,TRUE,FALSE
141,FALSE,FALSE
143,TRUE,FALSE
145,TRUE,FALSE
147,TRUE,FALSE
152,TRUE,FALSE
153,TRUE,FALSE
155,TRUE,FALSE
162,TRUE,FALSE
163,TRUE,FALSE
164,TRUE,FALSE
166,TRUE,FALSE
167,TRUE,FALSE
168,FALSE,FALSE
169,FALSE,FALSE
171,TRUE,FALSE
172,TRUE,FALSE
173,TRUE,FALSE
174,TRUE,FALSE
175,TRUE,FALSE
176,FALSE,FALSE
177,FALSE,FALSE
178,TRUE,TRUE
179,FALSE,FALSE
180,TRUE,FALSE
181,TRUE,FALSE
182,TRUE,FALSE
183,TRUE,FALSE
184,FALSE,FALSE
186,TRUE,FALSE
187,TRUE,TRUE
188,TRUE,TRUE
189,FALSE,TRUE
190,TRUE,FALSE
191,TRUE,FALSE
192,FALSE,FALSE
193,TRUE,FALSE
194,FALSE,FALSE
195,FALSE,FALSE
196,TRUE,FALSE
197,FALSE,TRUE
198,FALSE,FALSE
199,TRUE,FALSE
200,TRUE,FALSE
202,TRUE,FALSE
203,FALSE,FALSE
204,FALSE,FALSE
205,FALSE,TRUE
206,TRUE,TRUE
207,TRUE,FALSE
208,TRUE,FALSE
209,TRUE,TRUE
210,FALSE,FALSE
212,TRUE,FALSE
214,FALSE,FALSE
215,FALSE,FALSE
216,FALSE,FALSE
218,TRUE,TRUE
219,TRUE,FALSE
220,TRUE,TRUE
222,TRUE,FALSE
223,TRUE,FALSE
224,FALSE,FALSE
231,TRUE,FALSE
232,TRUE,FALSE
244,FALSE,FALSE
245,TRUE,TRUE
247,TRUE,TRUE
248,TRUE,TRUE
249,TRUE,TRUE
250,FALSE,FALSE
255,FALSE,FALSE
